Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5
SC0,01/12/02,Hearts,Rangers,0,4,A,0,0,D,H Dallas,5.0,20.0,2.0,13.0,22.0,9.0,0.0,7.0,3,1,1,0,7.5,4.0,1.364,8.0,4.0,1.35,6.0,3.9,1.4,7.0,4.33,1.33,7.5,4.0,1.36,7.5,4.0,1.364,8.0,3.75,1.36,1.55,2.15
SC0,19/10/02,Rangers,Motherwell,3,0,H,1,0,H,A Freeland,15.0,2.0,11.0,1.0,8.0,13.0,14.0,1.0,0,1,0,1,1.125,7.0,12.0,1.15,6.25,15.0,1.15,6.0,12.0,1.14,6.0,12.0,1.14,6.0,13.0,1.143,6.0,15.0,1.12,6.0,15.0,2.05,1.6
SC0,27/04/03,Rangers,Celtic,1,2,A,0,2,A,H Dallas,10.0,7.0,0.0,1.0,18.0,19.0,5.0,6.0,3,4,0,0,2.2,3.25,2.8,2.3,3.35,2.7,2.2,3.0,2.9,2.1,3.4,2.875,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.1,2.87,1.55,2.15
SC0,28/01/03,Partick,Livingston,1,3,A,1,1,D,I Fyfe,9.0,11.0,6.0,7.0,10.0,14.0,8.0,7.0,0,1,0,0,2.1,3.25,3.0,2.2,3.2,2.95,2.2,3.0,2.9,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.2,2.875,2.25,3.2,2.75,1.7,1.9
SC0,17/08/02,Partick,Livingston,2,2,D,1,1,D,D Somers,10.0,13.0,3.0,8.0,15.0,18.0,2.0,5.0,2,1,0,0,2.5,3.2,2.5,2.6,3.16,2.45,2.4,3.1,2.4,2.75,3.25,2.2,2.63,3.2,2.38,2.625,3.25,2.4,2.62,3.25,2.3,1.8,1.8
SC0,10/08/02,Aberdeen,Celtic,0,4,A,0,2,A,S Dougal,5.0,14.0,2.0,8.0,13.0,14.0,6.0,10.0,0,0,0,0,6.5,3.75,1.444,6.23,3.8,1.46,5.0,3.7,1.5,6.0,3.75,1.444,7.0,3.6,1.44,6.5,3.6,1.5,6.5,3.6,1.44,1.6,1.94
SC0,15/12/02,Dunfermline,Aberdeen,3,0,H,1,0,H,H Dallas,,,,,,,,,2,3,0,0,1.727,3.5,4.0,1.8,3.25,4.0,1.8,3.1,3.8,1.73,3.5,3.75,1.83,3.25,3.75,1.833,3.4,3.6,1.61,3.5,4.5,1.65,1.95
SC0,17/05/03,Motherwell,Aberdeen,2,3,A,1,3,A,J Rowbotham,13.0,10.0,9.0,7.0,9.0,15.0,11.0,8.0,0,1,0,0,1.91,3.5,3.25,2.05,3.5,3.0,,,,2.25,3.5,2.5,2.0,3.5,3.0,2.0,3.5,3.0,2.3,3.3,2.6,1.7,1.9
SC0,17/05/03,Dunfermline,Kilmarnock,2,2,D,2,1,H,M McCurry,10.0,9.0,6.0,4.0,12.0,19.0,4.0,2.0,1,3,0,0,2.5,3.2,2.5,2.5,3.2,2.55,,,,2.75,3.25,2.2,2.5,3.2,2.5,2.5,3.2,2.5,2.25,3.2,2.75,1.7,1.9
SC0,28/09/02,Celtic,Kilmarnock,5,0,H,3,0,H,K Clark,10.0,2.0,7.0,1.0,7.0,14.0,6.0,4.0,0,0,0,0,1.167,5.5,13.0,1.2,5.55,13.0,1.15,6.0,12.0,1.17,5.5,12.0,1.17,6.0,11.0,1.17,5.5,15.0,1.16,5.5,12.0,1.5,2.5
SC0,28/09/02,Aberdeen,Dunfermline,3,1,H,1,1,D,D Somers,14.0,10.0,7.0,7.0,16.0,13.0,5.0,8.0,3,3,0,1,2.25,3.25,2.75,2.28,3.3,2.75,2.2,3.0,2.9,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.9,2.25,3.2,2.75,1.7,1.9
SC0,19/04/03,Hearts,Celtic,2,1,H,0,0,D,J Rowbotham,14.0,8.0,8.0,7.0,16.0,10.0,8.0,4.0,3,1,0,0,7.5,4.0,1.364,7.55,4.1,1.36,6.0,3.9,1.4,7.0,3.75,1.4,8.0,4.2,1.33,8.0,4.2,1.333,8.0,3.75,1.36,1.55,2.15
SC0,03/08/02,Livingston,Motherwell,3,2,H,2,0,H,J Rowbotham,10.0,7.0,5.0,5.0,8.0,16.0,3.0,4.0,3,4,0,0,1.571,3.6,5.0,1.6,3.6,4.75,1.6,3.2,4.2,1.571,3.5,5.0,1.57,3.5,5.0,1.667,3.3,5.0,1.5,3.4,6.0,1.75,1.85
SC0,12/04/03,Hibernian,Livingston,2,2,D,1,0,H,J Rowbotham,11.0,13.0,7.0,7.0,19.0,11.0,2.0,1.0,2,0,0,0,1.727,3.5,4.0,1.81,3.33,4.0,1.75,3.3,3.8,1.833,3.2,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.4,3.6,1.75,1.85
SC0,25/08/02,Dundee United,Motherwell,1,1,D,0,1,A,I Fyfe,10.0,9.0,7.0,3.0,18.0,25.0,2.0,4.0,0,2,0,0,2.1,3.25,3.0,2.15,3.3,3.21,2.1,3.0,3.1,1.909,3.4,3.25,1.91,3.25,3.5,2.1,3.25,3.1,2.2,3.2,2.8,1.8,1.8
SC0,05/10/02,Hibernian,Dundee United,2,1,H,1,0,H,J Underhill,8.0,6.0,6.0,5.0,19.0,18.0,6.0,11.0,0,1,0,0,1.8,3.25,4.0,1.9,3.3,3.65,1.9,3.1,3.5,2.0,3.4,3.0,1.91,3.25,3.5,1.909,3.25,3.6,1.8,3.3,3.75,1.7,1.9
SC0,10/08/02,Dunfermline,Livingston,2,1,H,1,0,H,W Young,18.0,11.0,10.0,5.0,11.0,16.0,5.0,4.0,0,0,0,0,2.6,3.2,2.4,2.6,3.25,2.38,2.5,3.0,2.5,2.5,3.25,2.4,2.63,3.2,2.38,2.7,3.1,2.4,2.75,3.1,2.3,1.75,1.85
SC0,21/12/02,Aberdeen,Livingston,0,0,D,0,0,D,K Clark,8.0,2.0,4.0,1.0,10.0,19.0,3.0,6.0,1,2,0,0,1.909,3.25,3.5,2.0,3.25,3.3,2.0,3.2,3.1,1.91,3.4,3.25,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.85,1.75
SC0,07/12/02,Rangers,Celtic,3,2,H,3,1,H,K Clark,10.0,12.0,8.0,7.0,18.0,17.0,6.0,6.0,2,3,0,0,2.5,3.0,2.625,2.36,3.3,2.65,2.2,3.0,2.9,2.38,3.0,2.75,2.38,3.2,2.63,2.4,3.1,2.75,2.3,3.2,2.62,1.7,1.9
SC0,23/11/02,Rangers,Dunfermline,3,0,H,0,0,D,J Underhill,19.0,2.0,9.0,1.0,9.0,14.0,8.0,3.0,1,1,0,1,1.167,5.5,13.0,1.17,5.55,12.55,1.15,6.0,12.0,1.17,5.5,12.0,1.14,6.0,13.0,1.143,6.0,13.0,1.16,6.0,10.0,1.4,2.5
SC0,23/11/02,Partick,Aberdeen,2,1,H,1,0,H,J Rowbotham,17.0,10.0,10.0,7.0,19.0,10.0,4.0,5.0,1,1,0,0,2.5,3.2,2.5,2.52,3.2,2.47,2.5,3.0,2.5,2.6,3.2,2.38,2.5,3.2,2.5,2.5,3.2,2.5,2.25,3.2,2.75,1.9,1.7
SC0,01/09/02,Aberdeen,Partick,0,1,A,0,1,A,J Rowbotham,5.0,6.0,2.0,5.0,14.0,19.0,3.0,7.0,2,4,1,0,1.667,3.4,4.5,1.7,3.4,4.5,1.8,3.1,3.8,1.615,3.5,4.5,1.67,3.4,4.5,1.7,3.4,4.5,1.61,3.3,5.0,1.75,1.85
SC0,15/03/03,Dundee United,Livingston,0,1,A,0,0,D,C Thomson,6.0,10.0,3.0,3.0,13.0,18.0,4.0,6.0,0,3,0,0,2.2,3.25,2.8,2.15,3.3,3.0,2.2,3.0,2.9,2.0,3.4,3.0,2.2,3.2,2.88,2.2,3.2,2.88,2.1,3.2,3.0,1.8,1.8
SC0,23/11/02,Hibernian,Motherwell,3,1,H,0,0,D,D McDonald,10.0,6.0,4.0,6.0,16.0,23.0,6.0,5.0,0,3,1,3,1.533,3.75,5.0,1.6,3.4,5.2,1.65,3.3,4.4,1.5,3.6,5.5,1.57,3.4,5.5,1.571,3.4,5.5,1.53,3.4,5.5,1.7,1.9
SC0,09/11/02,Motherwell,Kilmarnock,0,1,A,0,0,D,K Clark,11.0,13.0,7.0,7.0,17.0,15.0,4.0,3.0,1,2,0,0,2.3,3.2,2.7,2.35,3.25,2.65,2.4,3.0,2.6,2.25,3.5,2.5,2.38,3.2,2.62,2.375,3.2,2.7,2.37,3.1,2.62,1.7,1.9
SC0,01/09/02,Celtic,Livingston,2,0,H,2,0,H,A Freeland,18.0,6.0,8.0,0.0,16.0,15.0,14.0,1.0,0,1,0,0,1.143,6.5,12.0,1.17,5.9,15.0,1.15,6.0,12.0,1.167,5.5,12.0,1.17,5.5,12.0,1.143,6.0,13.0,1.14,6.0,12.0,2.0,1.6
SC0,28/01/03,Dunfermline,Dundee,0,1,A,0,1,A,W Young,15.0,2.0,4.0,2.0,13.0,9.0,7.0,0.0,1,1,0,0,1.8,3.25,4.0,1.7,3.4,4.5,1.75,3.2,4.0,1.8,3.4,3.6,1.73,3.25,4.33,1.727,3.25,4.333,1.66,3.3,4.5,1.65,1.95
SC0,04/12/02,Rangers,Livingston,4,3,H,3,0,H,D McDonald,18.0,6.0,17.0,5.0,10.0,12.0,13.0,2.0,0,1,0,1,1.125,7.0,12.0,1.13,7.0,16.0,1.1,7.0,15.0,1.14,6.0,12.0,1.13,6.5,13.0,1.125,6.5,13.0,1.14,6.0,12.0,1.55,2.15
SC0,05/10/02,Dunfermline,Partick,4,1,H,1,0,H,H Dallas,15.0,11.0,8.0,3.0,11.0,12.0,6.0,3.0,0,1,0,1,1.667,3.4,4.5,1.75,3.4,4.25,1.8,3.1,3.8,1.73,3.4,4.0,1.73,3.25,4.33,1.727,3.4,4.333,1.72,3.4,4.0,1.7,1.9
SC0,29/12/02,Livingston,Motherwell,1,0,H,0,0,D,C Thomson,14.0,3.0,10.0,2.0,23.0,16.0,7.0,4.0,2,4,0,0,2.1,3.25,3.0,2.2,3.3,2.85,2.0,3.1,3.2,2.1,3.5,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.25,3.3,2.62,1.75,1.85
SC0,03/05/03,Livingston,Partick,3,1,H,2,1,H,D Somers,13.0,7.0,9.0,3.0,25.0,17.0,4.0,7.0,3,1,0,0,2.0,3.25,3.25,2.1,3.25,3.1,2.0,2.9,3.4,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,1.8,1.8
SC0,02/11/02,Kilmarnock,Dundee United,1,2,A,1,1,D,D Somers,11.0,6.0,5.0,5.0,13.0,25.0,5.0,4.0,0,5,0,0,1.8,3.4,3.75,1.76,3.4,4.2,1.8,3.1,3.8,1.83,3.5,3.4,1.73,3.25,4.33,1.75,3.4,4.0,2.0,3.2,3.2,,
SC0,09/03/03,Hibernian,Dundee United,1,1,D,1,0,H,D Somers,6.0,2.0,1.0,0.0,14.0,15.0,5.0,6.0,1,1,0,0,1.8,3.4,3.75,1.8,3.45,3.85,1.85,3.1,3.6,1.8,3.4,3.6,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.4,3.6,1.7,2.0
SC0,03/05/03,Dunfermline,Celtic,1,4,A,0,3,A,A Freeland,8.0,8.0,5.0,5.0,14.0,11.0,7.0,5.0,1,0,0,0,10.0,5.5,1.2,8.5,5.0,1.26,9.0,4.5,1.25,11.0,5.0,1.2,8.5,5.0,1.25,9.0,5.0,1.25,9.5,5.0,1.22,,
SC0,26/04/03,Partick,Motherwell,3,0,H,1,0,H,I Brines,12.0,5.0,9.0,1.0,14.0,16.0,5.0,4.0,1,3,0,0,2.1,3.25,3.0,2.1,3.2,3.1,2.0,3.1,3.2,2.2,3.5,2.625,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.3,3.1,1.7,1.9
SC0,02/01/03,Dundee United,Kilmarnock,2,2,D,1,1,D,H Dallas,18.0,4.0,9.0,4.0,11.0,18.0,12.0,2.0,0,3,0,0,2.75,3.25,2.25,2.9,3.25,2.21,3.0,3.1,2.1,3.2,3.5,1.91,2.88,3.2,2.2,2.875,3.2,2.2,2.75,3.25,2.2,1.85,1.75
SC0,09/11/02,Livingston,Partick,3,0,H,0,0,D,C Richmond,15.0,7.0,9.0,3.0,19.0,6.0,5.0,5.0,1,1,0,0,1.833,3.25,3.75,1.85,3.3,3.7,1.85,3.1,3.6,1.8,3.4,3.6,1.83,3.25,3.75,1.85,3.4,3.75,1.8,3.3,3.75,1.7,1.9
SC0,26/12/02,Hibernian,Partick,1,1,D,0,0,D,C Thomson,12.0,5.0,9.0,4.0,12.0,21.0,3.0,2.0,0,1,1,0,1.667,3.5,4.333,1.7,3.45,4.35,1.65,3.3,4.4,1.73,3.5,3.75,1.73,3.4,4.0,1.727,3.4,4.2,1.72,3.4,4.0,1.7,1.9
SC0,26/12/02,Livingston,Dundee United,3,0,H,1,0,H,M McCurry,18.0,10.0,11.0,6.0,10.0,16.0,5.0,2.0,1,3,0,0,2.1,3.25,3.0,2.1,3.25,3.1,1.9,3.1,3.5,2.1,3.5,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.8,1.8
SC0,17/08/02,Dunfermline,Dundee,4,2,H,1,1,D,I Brines,14.0,7.0,7.0,4.0,10.0,11.0,3.0,6.0,1,4,0,1,2.0,3.25,3.25,2.05,3.15,3.3,2.0,3.1,3.2,1.909,3.4,3.25,2.0,3.25,3.25,2.1,3.2,3.2,2.1,3.2,3.0,1.7,1.9
SC0,28/09/02,Motherwell,Dundee,1,1,D,0,1,A,D McDonald,16.0,7.0,7.0,5.0,24.0,15.0,8.0,2.0,2,2,0,0,2.2,3.25,2.8,2.18,3.2,3.05,2.2,3.0,2.9,2.0,3.4,3.0,2.2,3.2,3.0,2.25,3.2,2.8,2.2,3.2,2.8,1.7,1.9
SC0,27/10/02,Aberdeen,Hibernian,0,1,A,0,0,D,C Richmond,11.0,10.0,9.0,7.0,14.0,12.0,2.0,7.0,3,2,0,0,2.2,3.25,2.8,2.2,3.3,2.9,2.1,3.0,3.1,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,2.2,3.2,2.8,1.7,1.9
SC0,11/09/02,Rangers,Hearts,2,0,H,1,0,H,M McCurry,12.0,19.0,5.0,5.0,16.0,15.0,11.0,7.0,2,1,0,0,1.2,5.5,10.0,1.23,5.25,9.5,1.2,5.0,10.0,1.25,4.5,10.0,1.2,5.5,10.0,1.222,5.5,10.0,1.22,5.0,9.5,1.5,2.2
SC0,18/08/02,Aberdeen,Hearts,1,1,D,0,0,D,G Mitchell,7.0,3.0,4.0,3.0,12.0,18.0,5.0,3.0,1,2,0,0,2.1,3.25,3.0,2.14,3.15,3.3,1.9,3.1,3.5,1.909,3.25,3.4,2.0,3.25,3.25,2.1,3.2,3.2,2.1,3.2,3.0,1.6,1.95
SC0,12/04/03,Partick,Hearts,1,1,D,0,0,D,M McCurry,5.0,14.0,3.0,9.0,14.0,16.0,4.0,6.0,1,0,0,0,2.75,3.25,2.25,2.85,3.25,2.25,2.8,3.1,2.2,2.75,3.2,2.25,2.8,3.2,2.25,2.8,3.2,2.25,2.87,3.3,2.1,1.7,1.9
SC0,01/02/03,Rangers,Aberdeen,2,1,H,1,0,H,W Young,15.0,14.0,5.0,5.0,8.0,9.0,12.0,1.0,0,0,0,0,1.11,7.0,13.0,1.12,6.5,15.5,1.15,6.0,12.0,1.14,6.0,12.0,1.14,6.0,13.0,1.14,6.0,13.0,1.14,6.0,12.0,1.4,2.5
SC0,30/11/02,Dunfermline,Hibernian,1,1,D,0,0,D,I Fyfe,5.0,5.0,2.0,1.0,18.0,22.0,1.0,3.0,0,2,0,0,2.1,3.25,3.0,2.1,3.25,3.05,2.0,3.1,3.2,2.0,3.4,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.75,1.85
SC0,25/05/03,Hearts,Dundee,1,0,H,0,0,D,W Young,8.0,3.0,1.0,0.0,13.0,10.0,9.0,5.0,0,1,0,0,1.571,3.6,5.0,1.65,3.5,4.5,,,,1.533,3.75,5.0,1.57,3.4,5.5,1.615,3.4,5.0,1.66,3.3,4.5,1.7,1.9
SC0,15/02/03,Hibernian,Dunfermline,1,3,A,0,2,A,M McCurry,15.0,10.0,8.0,6.0,22.0,11.0,7.0,1.0,1,1,0,1,2.0,3.25,3.25,2.2,3.25,3.1,2.0,3.1,3.2,2.0,3.4,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.65,1.95
SC0,14/12/02,Livingston,Hibernian,1,2,A,0,0,D,I Brines,12.0,5.0,6.0,4.0,15.0,18.0,8.0,3.0,0,1,0,0,2.5,3.2,2.5,2.5,3.3,2.45,2.4,3.0,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.6,3.1,2.4,1.85,1.75
SC0,03/11/02,Celtic,Aberdeen,7,0,H,3,0,H,H Dallas,25.0,3.0,16.0,2.0,9.0,12.0,9.0,3.0,0,3,0,0,1.125,6.0,15.0,1.15,6.0,15.0,1.15,6.0,12.0,1.14,6.0,12.0,1.14,6.0,13.0,1.143,6.0,13.0,1.12,6.0,15.0,,
SC0,08/02/03,Aberdeen,Partick,0,1,A,0,1,A,S Dougal,6.0,5.0,2.0,4.0,8.0,11.0,7.0,3.0,2,2,1,0,2.0,3.25,3.25,1.9,3.3,3.55,2.0,3.1,3.2,2.0,3.4,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.0,3.4,1.7,1.9
SC0,09/03/03,Dunfermline,Partick,0,0,D,0,0,D,C Richmond,8.0,1.0,4.0,0.0,12.0,15.0,5.0,4.0,1,2,0,0,1.727,3.5,4.0,1.75,3.4,4.2,1.8,3.1,3.8,1.8,3.25,3.75,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.4,4.0,1.8,1.9
SC0,31/08/02,Dundee United,Dundee,0,0,D,0,0,D,J Underhill,10.0,10.0,5.0,7.0,17.0,12.0,6.0,3.0,2,2,1,0,2.375,3.0,2.75,2.3,3.15,2.92,2.3,3.0,2.7,2.25,3.2,2.75,2.38,3.2,2.63,2.375,3.1,2.75,2.3,3.25,2.62,1.8,1.8
SC0,26/04/03,Dunfermline,Hearts,0,1,A,0,0,D,K Clark,3.0,5.0,1.0,4.0,16.0,18.0,3.0,5.0,0,1,0,0,2.6,3.2,2.4,2.52,3.25,2.46,2.2,3.1,2.8,2.625,3.4,2.25,2.5,3.2,2.5,2.5,3.2,2.5,2.3,3.3,2.6,1.85,1.75
SC0,19/02/03,Motherwell,Dunfermline,2,1,H,1,0,H,D Somers,13.0,16.0,7.0,5.0,18.0,16.0,6.0,8.0,1,1,0,0,2.625,3.2,2.375,2.6,3.25,2.45,2.3,3.0,2.7,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.62,3.1,2.37,1.7,1.9
SC0,10/09/02,Motherwell,Celtic,2,1,H,0,0,D,W Young,6.0,12.0,3.0,6.0,21.0,14.0,2.0,15.0,5,1,0,0,10.0,5.5,1.2,9.5,5.25,1.24,9.0,4.5,1.25,11.0,5.0,1.2,10.0,5.5,1.2,10.0,5.5,1.222,9.5,5.0,1.22,1.55,2.2
SC0,07/12/02,Hearts,Livingston,2,1,H,1,0,H,J Underhill,10.0,13.0,5.0,3.0,10.0,20.0,3.0,4.0,0,3,0,0,1.727,3.5,4.0,1.8,3.35,3.95,1.9,3.1,3.5,1.83,3.2,3.75,1.83,3.25,3.75,1.85,3.25,3.75,1.9,3.2,3.5,1.7,1.9
SC0,02/01/03,Dunfermline,Livingston,2,0,H,1,0,H,G Mitchell,7.0,9.0,4.0,4.0,12.0,8.0,0.0,7.0,0,0,0,0,1.667,3.4,4.333,1.8,3.35,4.01,1.8,3.1,3.8,1.73,3.5,3.75,1.83,3.25,3.75,1.833,3.25,3.75,1.66,3.3,4.5,1.75,1.85
SC0,17/11/02,Celtic,Partick,4,0,H,2,0,H,K Toner,15.0,1.0,5.0,0.0,12.0,12.0,5.0,4.0,0,0,0,0,1.1,7.0,15.0,1.11,7.5,16.0,1.1,7.0,15.0,1.12,6.0,15.0,1.1,7.0,15.0,1.125,6.5,15.0,1.12,6.5,12.0,1.4,2.5
SC0,03/05/03,Hibernian,Aberdeen,3,1,H,1,0,H,C Richmond,13.0,12.0,8.0,5.0,15.0,14.0,4.0,6.0,2,1,0,0,2.0,3.25,3.25,2.06,3.23,3.16,2.2,3.0,2.9,2.2,3.25,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.25,3.2,2.75,1.65,1.95
SC0,19/10/02,Partick,Hibernian,0,3,A,0,1,A,J Rowbotham,6.0,11.0,3.0,8.0,5.0,18.0,4.0,4.0,1,4,0,0,2.625,3.2,2.375,2.55,3.2,2.6,2.4,2.9,2.7,2.5,3.2,2.5,2.38,3.2,2.62,2.5,3.1,2.6,2.5,3.1,2.5,1.8,1.83
SC0,10/05/03,Hibernian,Motherwell,1,0,H,0,0,D,W Young,2.0,4.0,0.0,3.0,10.0,11.0,3.0,1.0,3,2,0,0,1.8,3.5,3.5,1.7,3.5,4.25,,,,1.8,3.5,3.5,1.73,3.4,4.0,1.727,3.5,4.0,1.61,3.5,4.5,1.7,1.9
SC0,10/08/02,Rangers,Dundee,3,0,H,1,0,H,A Freeland,19.0,6.0,14.0,1.0,15.0,10.0,9.0,2.0,2,3,0,0,1.222,5.0,10.0,1.22,5.25,11.0,1.2,5.0,10.0,1.2,5.0,11.0,1.2,5.5,10.0,1.222,5.0,11.0,1.2,5.0,11.0,1.8,1.8
SC0,16/11/02,Kilmarnock,Livingston,2,0,H,0,0,D,C Thomson,7.0,10.0,7.0,6.0,11.0,15.0,6.0,5.0,0,3,0,0,2.25,3.25,2.75,2.25,3.25,2.82,2.3,3.0,2.7,2.4,3.25,2.5,2.25,3.25,2.75,2.25,3.25,2.8,2.37,3.3,2.5,1.75,1.85
SC0,23/11/02,Dundee,Dundee United,3,2,H,2,0,H,K Clark,9.0,10.0,7.0,4.0,9.0,16.0,6.0,4.0,2,3,0,0,2.3,3.0,2.875,2.25,3.2,2.8,2.3,3.0,2.7,2.38,3.2,2.6,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.1,2.75,1.9,1.7
SC0,01/03/03,Hearts,Motherwell,2,1,H,1,0,H,Michael McCurry,16.0,8.0,4.0,4.0,16.0,17.0,5.0,5.0,1,3,0,0,1.533,3.5,5.5,1.61,3.45,5.0,1.65,3.3,4.4,1.67,3.6,4.0,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.5,4.5,1.65,1.95
SC0,06/10/02,Livingston,Hearts,1,1,D,1,0,H,W Young,8.0,7.0,4.0,3.0,11.0,18.0,6.0,5.0,2,3,0,0,2.8,3.25,2.2,2.85,3.15,2.3,2.8,3.1,2.2,2.8,3.2,2.2,2.88,3.25,2.2,2.8,3.25,2.25,2.75,3.2,2.25,1.7,1.9
SC0,25/05/03,Rangers,Dunfermline,6,1,H,3,1,H,S Dougal,22.0,5.0,12.0,3.0,8.0,16.0,14.0,0.0,1,3,0,0,1.063,7.5,26.0,1.08,7.5,18.0,1.07,7.5,16.0,1.083,7.0,17.0,1.08,7.0,19.0,1.083,7.0,19.0,1.08,7.0,17.0,,
SC0,27/04/03,Dundee,Kilmarnock,0,1,A,0,0,D,S Conroy,12.0,6.0,8.0,4.0,8.0,15.0,13.0,5.0,0,2,0,0,2.3,3.2,2.7,2.37,3.3,2.56,2.4,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.3,2.62,1.7,1.9
SC0,14/09/02,Kilmarnock,Aberdeen,2,2,D,0,0,D,I Brines,14.0,10.0,5.0,6.0,23.0,13.0,9.0,4.0,2,2,0,0,1.8,3.25,4.0,1.9,3.3,3.65,1.85,3.1,3.6,2.0,3.4,3.0,1.8,3.2,4.0,1.8,3.3,4.0,1.9,3.3,3.3,1.75,1.85
SC0,25/02/03,Dundee,Hibernian,3,0,H,1,0,H,Alan Freeland,8.0,1.0,2.0,0.0,10.0,17.0,12.0,4.0,1,3,0,0,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.3,2.62,,,,,,,,,,,,,,
SC0,16/03/03,Kilmarnock,Dunfermline,1,1,D,0,0,D,D McDonald,10.0,10.0,7.0,7.0,13.0,8.0,2.0,3.0,0,2,0,0,1.83,3.25,3.75,1.91,3.3,3.6,1.8,3.1,3.8,1.8,3.25,3.75,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.4,3.25,1.75,1.85
SC0,16/02/03,Aberdeen,Dundee United,3,0,H,1,0,H,K Clark,9.0,3.0,2.0,0.0,9.0,17.0,4.0,5.0,0,0,0,0,2.1,3.25,3.0,2.1,3.25,3.3,2.0,3.1,3.2,2.0,3.4,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.65,1.95
SC0,14/12/02,Rangers,Dundee United,3,0,H,1,0,H,S Dougal,14.0,9.0,9.0,5.0,13.0,20.0,4.0,3.0,0,2,1,1,1.111,7.0,13.0,1.13,6.5,15.5,1.15,6.0,12.0,1.12,6.5,13.0,1.11,6.5,17.0,1.111,6.5,17.0,1.11,6.5,15.0,1.42,2.5
SC0,08/03/03,Motherwell,Aberdeen,0,1,A,0,1,A,D McDonald,10.0,5.0,7.0,3.0,22.0,24.0,5.0,6.0,2,3,1,0,2.2,3.25,2.8,2.18,3.3,2.92,2.2,3.0,2.9,2.1,3.4,2.8,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.3,2.87,1.85,1.85
SC0,02/11/02,Livingston,Dunfermline,1,1,D,0,0,D,J Rowbotham,13.0,9.0,6.0,2.0,9.0,11.0,4.0,3.0,1,2,0,0,2.1,3.25,3.0,2.35,3.15,2.8,2.0,3.1,3.2,2.1,3.5,2.75,2.2,3.25,2.8,2.25,3.2,2.8,2.2,3.2,2.8,,
