Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
D2,11/02/02,Hannover,Mainz,2,0,H,1,0,H,20000,"Krug, H",9.0,19.0,3.0,3.0,0.0,2.0,4.0,3.0,23.0,19.0,3.0,4.0,3,2,0,0,30,20,1.8,3.25,3.8,1.7,3.2,4.2,1.9,3.1,3.6,1.833,3.25,3.6,1.75,3.25,3.85
D2,21/09/01,Hannover,Oberhausen,2,0,H,1,0,H,13923,Mike Pickel,14.0,8.0,5.0,2.0,1.0,2.0,12.0,8.0,11.0,20.0,1.0,2.0,1,3,0,0,10,30,,,,1.55,3.3,4.5,,,,,,,1.5,3.5,5.4
D2,02/11/01,Saarbrucken,Mainz,0,1,A,0,0,D,8500,Gnter Perl ,13.0,6.0,6.0,3.0,0.0,0.0,9.0,0.0,14.0,9.0,2.0,1.0,3,2,1,0,55,20,3.2,3.1,2.03,2.9,3.0,2.2,,,,3.0,3.2,2.1,2.9,3.2,2.1
D2,04/11/01,Mannheim,Oberhausen,1,1,D,0,0,D,4500,Helmut Fleischer,18.0,11.0,9.0,4.0,1.0,0.0,3.0,3.0,18.0,17.0,4.0,1.0,3,2,0,0,30,20,1.75,3.25,4.0,1.7,3.2,4.2,,,,1.73,3.2,4.33,1.7,3.3,4.1
D2,03/03/02,Greuther Furth,Ein Frankfurt,1,1,D,1,0,H,11518,"Weiner, M",10.0,7.0,5.0,4.0,0.0,0.0,11.0,6.0,15.0,22.0,2.0,1.0,1,4,1,1,35,65,1.9,3.2,3.5,1.9,3.1,3.5,1.85,3.2,3.75,1.909,3.2,3.5,1.85,3.25,3.45
D2,07/04/02,Reutlingen,Babelsberg,3,2,H,2,1,H,6000,"Frank, T",15.0,8.0,8.0,5.0,1.0,0.0,3.0,5.0,19.0,21.0,1.0,0.0,5,3,0,0,50,30,1.25,4.55,8.15,1.25,4.5,9.0,1.333,4.0,8.0,,,,1.3,4.3,7.5
D2,30/11/01,Bochum,Greuther Furth,1,1,D,1,1,D,9397,Torsten Koop,9.0,9.0,4.0,3.0,0.0,1.0,8.0,2.0,17.0,19.0,3.0,4.0,1,2,0,0,10,20,1.8,3.2,3.85,1.7,3.2,4.2,1.8,3.1,4.0,1.8,3.1,4.0,1.7,3.35,4.0
D2,15/03/02,Bochum,Schweinfurt,3,1,H,0,1,A,11200,"Lange, P",23.0,13.0,8.0,6.0,1.0,0.0,10.0,7.0,18.0,20.0,3.0,1.0,2,2,0,0,20,20,1.3,4.3,8.0,1.3,4.2,8.0,1.333,4.0,8.0,1.3,4.333,8.0,,,
D2,10/08/01,Bochum,Mainz,2,1,H,2,1,H,12000,Peter Lange ,15.0,12.0,8.0,6.0,2.0,0.0,5.0,7.0,6.0,11.0,2.0,0.0,1,2,0,0,10,20,,,,1.6,3.2,4.2,,,,1.5,3.5,6.0,1.6,3.3,4.7
D2,05/04/02,Saarbrucken,Hannover,1,1,D,1,1,D,2300,"Schling, C",11.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,1,1,0,0,10,10,6.0,3.85,1.4,4.0,3.5,1.65,6.0,3.75,1.444,,,,6.0,3.9,1.4
D2,23/02/02,Bielefeld,Karlsruhe,1,1,D,0,1,A,10234,"Voss, K",25.0,15.0,12.0,7.0,0.0,0.0,12.0,4.0,21.0,25.0,4.0,0.0,2,5,0,2,20,100,1.52,3.5,5.5,1.5,3.5,5.4,1.5,3.4,6.0,1.444,3.75,6.0,1.5,3.5,5.4
D2,05/05/02,Union Berlin,Mainz,3,1,H,0,0,D,14400,"Stark, W",6.0,7.0,5.0,4.0,0.0,0.0,4.0,11.0,15.0,15.0,2.0,2.0,1,2,0,0,10,20,,,,,,,,,,,,,3.75,2.55,2.1
D2,15/03/02,Aachen,Ein Frankfurt,2,1,H,1,0,H,10700,"Strampe, H",8.0,10.0,3.0,3.0,2.0,1.0,6.0,7.0,14.0,15.0,1.0,4.0,3,2,0,0,30,20,2.55,3.0,2.5,2.4,3.0,2.6,2.6,3.1,2.4,2.5,3.1,2.5,,,
D2,27/07/01,Duisburg,Ahlen,1,4,A,1,2,A,12004,Florian Meyer ,24.0,15.0,9.0,5.0,1.0,1.0,12.0,4.0,10.0,9.0,6.0,2.0,3,4,0,0,30,40,1.83,3.2,3.7,1.8,3.0,3.5,,,,1.91,3.25,3.5,1.75,3.2,3.9
D2,11/08/01,Union Berlin,Ahlen,5,0,H,1,0,H,8706,Stephan Kammerer ,7.0,4.0,5.0,1.0,0.0,0.0,9.0,3.0,16.0,14.0,0.0,0.0,0,2,0,0,0,20,,,,2.2,2.9,2.7,,,,2.1,3.1,3.2,2.05,3.15,3.0
D2,16/11/01,Aachen,Greuther Furth,2,1,H,2,0,H,14000,Detlef Scheppe,16.0,12.0,7.0,4.0,0.0,0.0,5.0,6.0,19.0,15.0,2.0,5.0,0,2,0,0,0,20,2.3,3.05,2.75,2.2,3.0,2.9,,,,,,,2.25,3.15,2.65
D2,21/10/01,Saarbrucken,Unterhaching,0,0,D,0,0,D,5500,Andr Stachowiak,15.0,9.0,5.0,6.0,0.0,1.0,5.0,9.0,9.0,9.0,6.0,3.0,2,1,0,0,20,10,2.7,3.0,2.35,2.4,2.9,2.7,,,,,,,2.65,3.25,2.2
D2,30/11/01,Ahlen,Saarbrucken,3,1,H,1,1,D,4715,Lutz Wagner,16.0,3.0,6.0,1.0,0.0,0.0,9.0,0.0,21.0,24.0,2.0,2.0,2,4,0,0,20,40,1.55,3.5,5.1,1.65,3.3,4.4,1.57,3.4,5.0,1.57,3.5,5.0,1.6,3.35,4.7
