Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA
E3,31/08/02,Cambridge,Rushden & D,4,1,H,1,0,H,S Tomlin,12.0,13.0,7.0,3.0,14.0,13.0,6.0,5.0,1.0,4.0,0.0,0.0,2.75,3.25,2.25,2.75,3.3,2.3,2.4,3.0,2.3,2.4,3.25,2.5,2.75,3.25,2.25,2.75,3.25,2.25,2.5,3.25,2.4
E3,21/09/02,Lincoln,Southend,2,1,H,0,0,D,R Pearson,7.0,4.0,3.0,2.0,5.0,13.0,9.0,4.0,0.0,2.0,0.0,0.0,2.0,3.25,3.25,2.0,3.35,3.35,2.0,3.0,2.9,2.1,3.2,3.0,1.91,3.25,3.5,1.909,3.25,3.5,2.1,3.2,3.0
E3,21/12/02,Swansea,Leyton Orient,0,1,A,0,0,D,P Armstrong,14.0,1.0,4.0,0.0,16.0,10.0,8.0,1.0,3.0,4.0,0.0,1.0,2.25,3.25,2.75,2.2,3.25,2.85,2.1,3.0,2.8,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.0,3.2,3.2
E3,21/04/03,Bournemouth,Shrewsbury,2,1,H,2,1,H,L Cable,12.0,7.0,9.0,5.0,12.0,11.0,6.0,5.0,1.0,4.0,0.0,0.0,1.5,3.6,5.5,1.43,3.8,6.5,1.45,3.5,5.0,1.4,4.0,6.5,1.5,3.75,5.5,1.5,3.75,5.5,1.44,3.75,6.0
E3,18/01/03,Leyton Orient,Hull,2,0,H,2,0,H,R Beeby,15.0,7.0,8.0,5.0,10.0,12.0,3.0,8.0,0.0,2.0,0.0,0.0,2.3,3.2,2.7,2.35,3.2,2.7,2.3,3.0,2.4,2.5,3.2,2.5,2.38,3.2,2.62,2.375,3.2,2.625,2.37,3.1,2.62
E3,17/08/02,Darlington,Oxford,0,1,A,0,1,A,M Jones,11.0,5.0,3.0,2.0,10.0,15.0,5.0,2.0,1.0,0.0,0.0,0.0,1.909,3.25,3.5,1.98,3.25,3.5,2.0,3.0,2.9,2.1,3.2,3.0,1.91,3.25,3.5,2.0,3.25,3.25,2.0,3.2,3.2
E3,30/11/02,Darlington,Southend,2,1,H,1,0,H,M Cowburn,20.0,7.0,15.0,4.0,16.0,15.0,12.0,4.0,2.0,3.0,0.0,0.0,2.2,3.25,2.8,2.2,3.3,2.9,2.1,3.0,2.8,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.875,2.1,3.2,3.0
E3,15/03/03,Macclesfield,Bury,0,0,D,0,0,D,I Williamson,15.0,7.0,6.0,2.0,14.0,15.0,8.0,1.0,2.0,3.0,0.0,0.0,2.62,3.2,2.37,2.8,3.3,2.25,2.6,3.0,2.2,2.75,3.25,2.2,2.7,3.2,2.3,2.7,3.2,2.3,2.75,3.2,2.25
E3,23/11/02,Scunthorpe,Swansea,2,0,H,2,0,H,S Baines,12.0,11.0,7.0,7.0,10.0,15.0,8.0,3.0,1.0,0.0,0.0,0.0,1.571,3.4,5.5,1.6,3.5,5.75,1.55,3.3,4.5,1.57,3.5,5.0,1.53,3.5,5.5,1.533,3.5,5.5,1.53,3.4,5.5
E3,25/10/02,Southend,Hartlepool,0,1,A,0,1,A,K Hill,,,,,,,,,3.0,3.0,0.0,0.0,2.5,3.2,2.5,2.45,3.3,2.55,2.35,3.0,2.35,2.5,3.25,2.4,2.62,3.2,2.38,2.5,3.2,2.5,2.6,3.1,2.4
E3,08/03/03,Hull,Oxford,0,0,D,0,0,D,G Salisbury,13.0,4.0,6.0,1.0,6.0,6.0,11.0,4.0,1.0,1.0,0.0,0.0,2.1,3.25,3.0,2.3,3.25,2.7,2.2,3.0,2.6,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.2,2.875,2.1,3.2,3.0
E3,26/12/02,Shrewsbury,Bury,4,1,H,1,0,H,M Cooper,12.0,8.0,6.0,4.0,12.0,13.0,5.0,7.0,1.0,4.0,0.0,1.0,2.75,3.25,2.25,2.7,3.33,2.3,2.4,3.0,2.3,2.38,3.2,2.6,2.75,3.25,2.25,2.75,3.25,2.25,2.62,3.1,2.37
E3,21/04/03,Boston,Southend,1,0,H,0,0,D,S Mathieson,9.0,5.0,5.0,0.0,6.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,1.833,3.5,3.5,2.0,3.3,3.2,1.85,3.0,3.3,1.8,3.4,3.6,1.83,3.5,3.5,1.85,3.5,3.5,2.0,3.2,3.2
E3,26/12/02,Boston,York,3,0,H,1,0,H,M Thorpe,15.0,9.0,10.0,6.0,14.0,6.0,12.0,6.0,2.0,1.0,0.0,0.0,2.5,3.2,2.5,2.6,3.25,2.45,2.35,3.0,2.35,2.75,3.25,2.2,2.5,3.1,2.5,2.75,3.25,2.25,2.5,3.1,2.5
E3,22/02/03,Bournemouth,Exeter,2,0,H,1,0,H,S Tomlin,10.0,5.0,4.0,3.0,13.0,14.0,3.0,3.0,3.0,5.0,0.0,0.0,1.533,3.5,5.5,1.5,3.55,6.5,1.5,3.5,4.5,1.5,3.4,6.0,1.44,3.75,6.5,1.444,3.75,6.5,1.5,3.4,6.0
E3,29/10/02,Darlington,Scunthorpe,1,1,D,1,1,D,M Ryan,14.0,11.0,6.0,8.0,22.0,12.0,4.0,7.0,3.0,1.0,0.0,1.0,2.3,3.2,2.7,2.35,3.25,2.68,2.3,3.0,2.4,2.37,3.2,2.6,2.25,3.25,2.75,2.3,3.2,2.7,2.37,3.1,2.62
E3,18/01/03,Bournemouth,Macclesfield,2,2,D,0,2,A,P Armstrong,13.0,14.0,7.0,9.0,12.0,11.0,8.0,1.0,0.0,0.0,0.0,0.0,1.615,3.6,4.5,1.68,3.45,4.5,1.6,3.2,4.2,1.67,3.4,4.33,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.5,4.5
E3,28/12/02,Bournemouth,Rochdale,3,3,D,2,2,D,P Rejer,19.0,3.0,3.0,2.0,10.0,12.0,9.0,4.0,1.0,3.0,0.0,0.0,1.727,3.5,4.0,1.75,3.3,4.25,1.75,3.2,3.5,1.73,3.4,4.0,1.73,3.25,4.33,1.727,3.25,4.333,1.8,3.4,3.6
E3,08/03/03,Torquay,Swansea,0,0,D,0,0,D,P Armstrong,9.0,18.0,4.0,11.0,11.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,1.615,3.6,4.5,1.65,3.4,4.7,1.65,3.1,4.0,1.67,3.4,4.33,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.4,4.33
E3,25/01/03,Cambridge,Hartlepool,0,0,D,0,0,D,E Wolstenholme,16.0,11.0,8.0,6.0,11.0,14.0,12.0,3.0,0.0,2.0,0.0,0.0,2.5,3.2,2.5,2.65,3.25,2.4,2.35,3.0,2.35,2.4,3.25,2.5,2.62,3.2,2.38,2.62,3.2,2.38,2.5,3.1,2.5
E3,28/12/02,Exeter,Macclesfield,1,1,D,0,1,A,P Danson,10.0,7.0,6.0,2.0,16.0,10.0,3.0,4.0,1.0,2.0,0.0,0.0,2.0,3.25,3.25,2.0,3.33,3.2,2.0,3.0,2.9,1.91,3.4,3.25,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.3,2.87
E3,24/08/02,Carlisle,Bristol Rvs,0,0,D,0,0,D,C Boyeson,10.0,10.0,5.0,4.0,20.0,19.0,7.0,5.0,6.0,1.0,0.0,0.0,1.909,3.25,3.5,2.0,3.3,3.1,2.0,3.0,2.9,1.833,3.4,3.5,2.0,3.25,3.25,2.0,3.25,3.25,2.1,3.2,3.0
E3,31/08/02,Boston,Bury,1,1,D,0,0,D,G Frankland,7.0,6.0,3.0,5.0,14.0,14.0,4.0,7.0,1.0,2.0,0.0,0.0,2.0,3.25,3.25,,,,2.0,3.0,2.9,2.2,3.25,2.75,2.0,3.25,3.25,2.0,3.25,3.25,1.9,3.4,3.25
E3,03/05/03,Bury,Wrexham,0,3,A,0,1,A,A Bates,8.0,19.0,6.0,5.0,14.0,13.0,7.0,2.0,1.0,0.0,0.0,0.0,2.3,3.2,2.7,2.27,3.3,2.75,,,,2.375,3.2,2.6,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75
E3,25/01/03,Kidderminster,Bury,3,2,H,2,0,H,M Thorpe,6.0,10.0,5.0,6.0,13.0,10.0,4.0,3.0,1.0,2.0,0.0,0.0,2.3,3.2,2.7,2.4,3.25,2.65,2.35,3.0,2.35,2.38,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62
E3,09/11/02,Bury,Torquay,0,1,A,0,0,D,A Butler,9.0,5.0,5.0,2.0,13.0,8.0,5.0,4.0,1.0,2.0,0.0,0.0,1.833,3.25,3.75,1.85,3.3,3.75,1.85,3.1,3.2,2.1,3.2,3.0,1.83,3.25,3.75,1.833,3.25,3.75,1.83,3.2,3.75
E3,08/02/03,Torquay,Bury,1,1,D,1,1,D,T Parkes,20.0,5.0,11.0,3.0,9.0,10.0,15.0,3.0,0.0,2.0,0.0,2.0,2.1,3.25,3.0,2.05,3.25,3.15,2.0,3.0,2.9,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2
E3,12/04/03,Bournemouth,Southend,1,0,H,1,0,H,R Beeby,11.0,7.0,1.0,2.0,13.0,9.0,10.0,4.0,1.0,1.0,0.0,0.0,1.533,3.75,5.0,1.5,3.6,5.75,1.5,3.4,4.7,1.444,3.6,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.53,3.6,5.0
E3,26/04/03,York,Exeter,0,2,A,0,1,A,P Dowd,11.0,12.0,8.0,4.0,16.0,16.0,5.0,4.0,3.0,4.0,0.0,0.0,1.615,3.6,4.333,1.63,3.5,4.85,1.6,3.3,4.0,1.727,3.5,3.75,1.62,3.75,4.5,1.615,3.5,4.5,1.61,3.6,4.33
E3,09/11/02,Exeter,Hartlepool,1,2,A,0,0,D,T Parkes,13.0,14.0,7.0,8.0,12.0,4.0,6.0,7.0,1.0,1.0,0.0,0.0,3.0,3.25,2.1,2.85,3.25,2.2,2.9,3.0,2.0,3.0,3.2,2.1,3.0,3.25,2.1,3.0,3.25,2.1,3.2,3.2,2.0
E3,14/09/02,Hartlepool,Darlington,4,1,H,2,1,H,B Curson,15.0,8.0,11.0,6.0,10.0,16.0,4.0,2.0,0.0,3.0,0.0,0.0,1.727,3.25,4.333,1.8,3.2,4.0,1.8,3.1,3.4,1.727,3.2,4.333,1.73,3.25,4.33,1.727,3.25,4.333,1.9,3.2,3.5
E3,30/11/02,Cambridge,Macclesfield,3,1,H,1,1,D,P Taylor,10.0,4.0,7.0,4.0,16.0,17.0,4.0,3.0,4.0,3.0,0.0,1.0,1.667,3.5,4.333,1.67,3.5,4.6,1.6,3.3,4.0,1.73,3.5,3.75,1.67,3.4,4.5,1.667,3.4,4.5,1.61,3.3,5.0
E3,24/08/02,Cambridge,Leyton Orient,2,1,H,1,0,H,B Curson,7.0,12.0,7.0,7.0,7.0,6.0,7.0,3.0,1.0,3.0,0.0,0.0,2.1,3.25,3.0,2.07,3.15,3.25,2.0,3.0,2.9,2.25,3.2,2.75,2.2,3.25,2.8,2.1,3.25,3.0,2.2,3.2,2.8
E3,28/12/02,Bristol Rvs,Boston,1,1,D,0,1,A,A Penn,9.0,18.0,5.0,8.0,21.0,12.0,8.0,7.0,2.0,2.0,0.0,0.0,2.2,3.25,2.8,,,,2.1,3.0,2.8,2.25,3.4,2.62,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.3,2.7
E3,29/10/02,Rochdale,Exeter,3,3,D,1,1,D,C Webster,13.0,17.0,4.0,14.0,16.0,12.0,5.0,5.0,2.0,2.0,0.0,0.0,1.615,3.6,4.5,1.6,3.5,5.05,1.6,3.3,4.0,1.67,3.25,4.5,1.62,3.4,5.0,1.615,3.5,4.75,1.57,3.5,5.0
E3,15/03/03,Leyton Orient,Bristol Rvs,1,2,A,1,1,D,M Thorpe,8.0,14.0,2.0,7.0,14.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,3.25,3.25,1.85,3.35,3.75,1.9,3.1,3.0,1.91,3.25,3.4,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.2,3.5
E3,12/04/03,Darlington,Shrewsbury,5,1,H,3,0,H,P Prosser,14.0,9.0,9.0,7.0,19.0,26.0,4.0,2.0,2.0,4.0,0.0,0.0,1.909,3.4,3.4,1.9,3.25,3.5,1.9,3.1,3.0,1.909,3.25,3.4,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.1,3.6
E3,26/08/02,Leyton Orient,Kidderminster,0,0,D,0,0,D,M Thorpe,4.0,5.0,0.0,2.0,13.0,20.0,5.0,2.0,2.0,3.0,0.0,0.0,,,,1.76,3.35,4.35,1.7,3.2,3.7,1.727,3.5,3.75,,,,1.833,3.25,3.75,,,
E3,22/03/03,Southend,Leyton Orient,1,0,H,1,0,H,M Warren,10.0,13.0,6.0,6.0,14.0,14.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,3.25,3.25,2.05,3.17,3.25,2.0,3.0,2.9,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0
E3,28/12/02,Lincoln,Swansea,1,0,H,0,0,D,P Dowd,7.0,5.0,1.0,4.0,13.0,14.0,8.0,3.0,1.0,3.0,0.0,1.0,1.727,3.5,4.0,1.7,3.4,4.3,1.65,3.2,3.9,1.67,3.4,4.33,1.67,3.4,4.33,1.7,3.4,4.333,1.66,3.4,4.33
E3,04/01/03,Boston,Hartlepool,0,1,A,0,0,D,J Ross,6.0,9.0,4.0,6.0,15.0,18.0,5.0,4.0,1.0,3.0,0.0,0.0,2.6,3.2,2.4,2.8,3.3,2.25,2.6,3.0,2.2,2.38,3.5,2.38,2.8,3.25,2.2,2.8,3.25,2.2,2.75,3.2,2.25
E3,31/08/02,Shrewsbury,Lincoln,1,2,A,1,0,H,P Rejer,10.0,6.0,4.0,2.0,11.0,20.0,7.0,5.0,1.0,5.0,0.0,0.0,1.8,3.25,4.0,1.8,3.35,4.0,1.7,3.2,3.7,1.727,3.2,4.333,1.8,3.2,3.25,1.8,3.25,4.0,1.72,3.25,4.2
E3,15/02/03,Wrexham,Southend,3,0,H,1,0,H,P Walton,12.0,8.0,9.0,4.0,16.0,8.0,2.0,5.0,1.0,2.0,0.0,0.0,1.8,3.25,4.0,1.83,3.35,3.85,1.8,3.1,3.4,1.8,3.25,3.75,1.83,3.25,3.75,1.833,3.25,3.75,1.8,3.3,3.75
E3,05/04/03,Exeter,Bury,1,2,A,0,2,A,P Crossley,6.0,7.0,3.0,7.0,13.0,9.0,7.0,8.0,1.0,0.0,0.0,0.0,2.625,3.2,2.375,2.52,3.13,2.5,2.4,3.0,2.3,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E3,08/09/02,Macclesfield,Bristol Rvs,2,1,H,2,0,H,P Walton,7.0,10.0,4.0,5.0,15.0,9.0,4.0,7.0,2.0,0.0,0.0,0.0,2.4,3.2,2.6,2.5,3.4,2.48,2.35,3.0,2.35,2.4,3.25,2.5,2.75,3.25,2.25,2.6,3.2,2.4,2.5,3.1,2.5
E3,28/09/02,Torquay,Lincoln,0,0,D,0,0,D,C Penton,7.0,4.0,6.0,2.0,11.0,16.0,5.0,2.0,2.0,2.0,1.0,0.0,1.8,3.25,4.0,1.81,3.4,3.9,1.8,3.1,3.4,1.8,3.25,3.75,1.83,3.25,3.75,1.83,3.25,3.75,1.8,3.3,3.75
E3,12/10/02,Oxford,Swansea,1,0,H,0,0,D,P Taylor,9.0,12.0,4.0,5.0,15.0,13.0,6.0,4.0,0.0,1.0,0.0,0.0,1.615,3.4,5.0,1.65,3.4,4.7,1.65,3.1,4.0,1.67,3.4,4.33,1.62,3.4,5.0,1.615,3.4,5.0,1.66,3.3,4.5
E3,25/01/03,Carlisle,Leyton Orient,3,0,H,0,0,D,H Webb,14.0,6.0,6.0,3.0,17.0,13.0,5.0,0.0,1.0,3.0,0.0,0.0,2.5,3.2,2.5,2.4,3.25,2.65,2.35,3.0,2.35,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E3,28/01/03,Kidderminster,Oxford,1,3,A,0,2,A,S Tomlin,8.0,7.0,2.0,3.0,12.0,11.0,4.0,5.0,2.0,1.0,0.0,0.0,2.375,3.2,2.625,2.4,3.2,2.55,2.3,3.0,2.4,2.25,3.4,2.62,2.3,3.2,2.7,2.3,3.2,2.7,2.4,2.35,2.5
E3,01/01/03,York,Scunthorpe,1,3,A,1,2,A,M Cowburn,15.0,6.0,11.0,3.0,12.0,14.0,9.0,8.0,2.0,4.0,0.0,1.0,2.0,3.25,3.25,2.0,3.3,3.28,2.0,3.0,2.9,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.1,3.2,3.0
E3,26/08/02,York,Boston,2,0,H,1,0,H,L Mason,20.0,9.0,8.0,5.0,16.0,21.0,5.0,4.0,2.0,5.0,0.0,0.0,,,,,,,1.85,3.1,3.2,1.909,3.4,3.25,,,,1.909,3.25,3.5,,,
E3,14/01/03,Swansea,Bury,2,3,A,0,3,A,P Rejer,7.0,9.0,3.0,4.0,13.0,12.0,8.0,3.0,1.0,2.0,0.0,0.0,2.8,3.25,2.2,2.8,3.3,2.2,2.6,3.0,2.2,2.8,3.2,2.2,3.0,3.25,2.1,3.0,3.25,2.1,2.75,3.25,2.2
E3,22/04/03,Cambridge,Lincoln,0,0,D,0,0,D,D Crick,7.0,11.0,3.0,7.0,16.0,16.0,8.0,6.0,0.0,2.0,0.0,0.0,2.25,3.4,2.6,2.25,3.2,2.8,2.2,3.0,2.6,2.2,3.25,2.75,2.3,3.4,2.6,2.3,3.4,2.6,2.2,3.25,2.75
E3,14/12/02,Exeter,Swansea,1,0,H,0,0,D,G Hegley,5.0,6.0,1.0,3.0,14.0,15.0,5.0,2.0,3.0,4.0,0.0,0.0,2.1,3.25,3.0,2.0,3.25,3.3,2.0,3.1,2.8,2.0,3.4,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2
E3,08/02/03,Boston,Scunthorpe,1,0,H,0,0,D,A D'Urso,10.0,3.0,3.0,2.0,13.0,17.0,7.0,1.0,2.0,2.0,0.0,1.0,2.625,3.2,2.375,2.75,3.25,2.25,2.35,3.0,2.35,2.75,3.2,2.25,2.75,3.25,2.25,2.7,3.2,2.3,2.5,3.1,2.5
E3,02/11/02,Carlisle,Oxford,1,0,H,1,0,H,E Evans,9.0,10.0,8.0,4.0,15.0,14.0,3.0,6.0,2.0,2.0,1.0,0.0,2.625,3.2,2.375,2.7,3.25,2.35,2.6,3.0,2.2,2.5,3.25,2.4,2.75,3.25,2.25,2.6,3.2,2.4,2.75,3.2,2.25
E3,21/12/02,Darlington,Macclesfield,0,0,D,0,0,D,R Olivier,11.0,10.0,5.0,2.0,14.0,13.0,4.0,4.0,2.0,2.0,1.0,1.0,1.8,3.4,3.75,1.8,3.3,3.9,1.8,3.1,3.4,1.73,3.4,4.0,1.73,3.25,4.33,1.727,3.25,4.333,1.8,3.3,3.75
E3,24/08/02,Boston,Lincoln,2,0,H,1,0,H,P Dowd,11.0,9.0,6.0,6.0,11.0,13.0,10.0,3.0,2.0,2.0,0.0,1.0,2.1,3.0,3.25,,,,2.0,2.9,3.0,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,1.9,3.25,3.4
E3,05/04/03,Kidderminster,Hartlepool,2,2,D,2,0,H,C Boyeson,7.0,6.0,4.0,6.0,9.0,16.0,3.0,3.0,2.0,2.0,0.0,0.0,2.5,3.2,2.5,2.5,3.15,2.5,2.35,3.0,2.35,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.3,2.4,2.5,3.1,2.5
E3,24/08/02,Rochdale,Darlington,1,1,D,1,1,D,S Mathieson,12.0,18.0,5.0,10.0,15.0,16.0,3.0,8.0,2.0,2.0,0.0,0.0,1.727,3.25,4.333,1.71,3.4,4.35,1.7,3.2,3.7,1.667,3.4,4.333,1.67,3.4,4.5,1.667,3.4,4.5,1.72,3.4,4.0
E3,02/04/03,Boston,Wrexham,3,3,D,1,1,D,P Prosser,7.0,10.0,5.0,7.0,26.0,19.0,2.0,6.0,4.0,2.0,0.0,0.0,2.37,3.2,2.62,2.45,3.2,2.55,2.35,3.0,2.35,2.4,3.25,2.5,2.38,3.2,2.62,2.4,3.2,2.6,2.4,3.1,2.6
E3,22/03/03,Bury,Lincoln,2,0,H,2,0,H,M Clattenburg,6.0,15.0,3.0,5.0,9.0,19.0,2.0,6.0,2.0,6.0,0.0,0.0,2.1,3.25,3.0,2.1,3.35,3.0,2.1,3.0,2.8,2.2,3.2,2.8,2.2,3.25,2.8,2.2,3.2,2.875,2.2,3.2,2.8
E3,21/01/03,Southend,Oxford,2,1,H,1,0,H,Paul Armstrong,19.0,8.0,11.0,3.0,14.0,18.0,5.0,6.0,1.0,1.0,0.0,0.0,2.62,3.2,2.37,2.57,3.25,2.45,2.3,3.0,2.4,2.5,3.25,2.4,2.62,3.2,2.38,2.62,3.2,2.38,2.5,3.1,2.5
E3,10/08/02,Hull,Southend,2,2,D,1,0,H,E Evans,14.0,14.0,6.0,7.0,21.0,12.0,3.0,4.0,4.0,5.0,1.0,0.0,1.533,3.5,5.5,1.55,3.5,5.6,1.55,3.3,4.5,1.615,3.25,5.0,,,,1.571,3.4,5.5,1.53,3.4,5.5
E3,11/01/03,Torquay,York,3,1,H,3,1,H,I Williamson,19.0,4.0,12.0,3.0,19.0,14.0,11.0,8.0,3.0,4.0,0.0,0.0,2.0,3.25,3.25,1.92,3.35,3.48,1.9,3.1,3.0,1.91,3.25,3.4,1.91,3.25,3.5,1.909,3.25,3.5,2.0,3.2,3.2
E3,08/02/03,Bournemouth,Wrexham,2,0,H,0,0,D,A Butler,8.0,8.0,3.0,3.0,19.0,13.0,4.0,7.0,1.0,1.0,0.0,0.0,2.2,3.25,2.8,2.0,3.2,3.3,2.1,3.0,2.8,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.2,2.875,2.1,3.2,3.0
E3,31/08/02,Rochdale,Southend,1,2,A,0,1,A,C Boyeson,19.0,7.0,13.0,6.0,16.0,17.0,5.0,6.0,3.0,3.0,0.0,0.0,1.667,3.4,4.5,1.7,3.5,4.4,1.7,3.2,3.7,1.727,3.4,4.0,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.4,4.33
E3,01/03/03,Carlisle,Hull,1,5,A,0,3,A,M Fletcher,12.0,14.0,6.0,11.0,11.0,15.0,3.0,8.0,0.0,2.0,0.0,0.0,2.25,3.25,2.75,2.2,3.3,2.9,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.62
E3,26/12/02,Cambridge,Southend,1,1,D,0,1,A,P Crossley,9.0,7.0,5.0,4.0,13.0,13.0,12.0,5.0,1.0,2.0,0.0,0.0,1.615,3.6,4.5,1.65,3.5,4.7,1.6,3.3,4.0,1.67,3.4,4.33,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.3,5.0
E3,17/09/02,Bristol Rvs,Bury,2,1,H,2,0,H,P Armstrong,10.0,9.0,4.0,6.0,19.0,9.0,4.0,8.0,3.0,1.0,0.0,0.0,2.25,3.25,2.75,2.35,3.2,2.65,2.35,3.0,2.35,2.375,3.2,2.6,2.37,3.1,2.62,2.375,3.2,2.625,2.38,3.2,2.63
E3,21/01/03,Scunthorpe,Exeter,1,1,D,1,0,H,A Butler,14.0,9.0,11.0,7.0,11.0,17.0,6.0,2.0,1.0,1.0,0.0,0.0,1.57,3.6,5.0,1.6,3.6,5.0,1.7,3.1,3.8,1.57,3.5,5.0,1.57,3.6,5.0,1.57,3.6,5.0,1.53,3.4,5.5
E3,24/09/02,Darlington,Wrexham,0,1,A,0,1,A,G Salisbury,8.0,6.0,4.0,6.0,10.0,12.0,2.0,7.0,2.0,1.0,0.0,0.0,2.5,3.2,2.5,2.5,3.3,2.5,2.35,3.0,2.35,,,,,,,2.6,3.2,2.4,,,
E3,04/02/03,Cambridge,Bury,1,2,A,1,0,H,R Beeby,13.0,16.0,7.0,9.0,13.0,14.0,2.0,7.0,0.0,3.0,0.0,0.0,2.2,3.25,2.8,2.25,3.33,2.8,2.1,3.0,2.8,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.1,3.2,3.0
E3,14/01/03,Shrewsbury,Southend,0,1,A,0,1,A,M Pike,8.0,12.0,3.0,3.0,9.0,11.0,8.0,4.0,0.0,3.0,0.0,0.0,2.0,3.25,3.25,,,,,,,1.83,3.4,3.5,2.0,3.25,3.25,2.0,3.25,3.25,1.9,3.3,3.3
E3,05/04/03,Southend,Darlington,2,0,H,2,0,H,G Hegley,12.0,13.0,5.0,4.0,10.0,7.0,5.0,7.0,1.0,2.0,0.0,0.0,2.1,3.25,3.0,2.17,3.25,2.85,2.1,2.9,2.9,2.2,3.25,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0
E3,09/11/02,Shrewsbury,Cambridge,3,1,H,0,0,D,M Pike,13.0,6.0,7.0,3.0,8.0,7.0,5.0,5.0,2.0,0.0,0.0,0.0,2.375,3.2,2.625,2.35,3.25,2.65,2.3,3.0,2.4,2.38,3.2,2.6,2.38,3.2,2.62,2.375,3.2,2.625,2.37,3.1,2.62
E3,26/04/03,Rochdale,Swansea,1,2,A,1,1,D,F Stretton,11.0,10.0,6.0,3.0,16.0,12.0,2.0,7.0,0.0,0.0,0.0,0.0,2.25,3.4,2.625,2.25,3.35,2.8,,,,2.2,3.25,2.75,2.2,3.4,2.75,2.25,3.2,2.7,2.25,3.3,2.62
E3,09/11/02,Kidderminster,Carlisle,1,2,A,0,1,A,M Cowburn,8.0,15.0,4.0,8.0,11.0,12.0,9.0,13.0,4.0,1.0,2.0,1.0,1.533,3.75,5.0,1.55,3.5,5.5,1.5,3.5,4.5,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.5,6.0,1.57,3.5,5.0
E3,28/12/02,Hartlepool,Cambridge,3,0,H,1,0,H,F Stretton,12.0,10.0,6.0,6.0,13.0,14.0,8.0,6.0,2.0,3.0,0.0,0.0,1.833,3.25,3.75,1.85,3.3,3.75,1.85,3.1,3.2,1.8,3.25,3.75,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.4,3.25
E3,04/01/03,Hull,Bristol Rvs,1,0,H,1,0,H,A Leake,21.0,14.0,8.0,8.0,12.0,10.0,5.0,5.0,1.0,1.0,0.0,0.0,1.533,3.5,5.5,1.55,3.5,5.75,1.55,3.3,4.5,1.44,3.6,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.57,3.3,5.5
E3,12/10/02,Scunthorpe,Cambridge,1,2,A,1,0,H,A Penn,19.0,13.0,12.0,7.0,5.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,1.909,3.25,3.5,2.0,3.3,3.2,2.0,3.0,2.9,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.1,3.2,3.0
E3,18/03/03,Kidderminster,Shrewsbury,2,2,D,0,2,A,R Olivier,14.0,4.0,6.0,3.0,7.0,9.0,11.0,2.0,1.0,1.0,0.0,0.0,1.66,3.4,4.5,1.73,3.4,4.3,1.7,3.1,3.8,1.8,3.25,3.75,1.67,3.4,4.5,1.67,3.4,4.5,1.72,3.4,4.0
