Country,League,Season,Match_Date,Home_Team,Away_Team,Full_Time_Home_Team_Goals,Full_Time_Away_Team_Goals,Full_Time_Result,Home_Team_Shots,Away_Team_Shots,Home_Team_Shots_on_Target,Away_Team_Shots_on_Target,Home_Team_Corners,Away_Team_Corners,Home_Team_Yellow_Cards,Away_Team_Yellow_Cards,Home_Team_Red_Cards,Away_Team_Red_Cards,DayOfWeek,is_Weekend,Home_Team_Fouls_Committed,Away_Team_Fouls_Committed,over_2.5,Average_home_win_odds,Average_away_win_odds,Average_draw_odds,Average_over_2.5_goals_odds,Average_under_2.5_goals_odds,Average_Asian_Handicap_Home_odds,Average_Asian_Handicap_Away_odds,Close_home_win_odds,Close_draw_odds,Close_away_win_odds,has_favorite,Time_kick_off_bin
england,2,1718,2017-08-19,Portsmouth,Walsall,1.0,1.0,D,13.0,7.0,2.0,2.0,4.0,3.0,1.0,4.0,0.0,0.0,5.0,1,7.0,12.0,0,1.6974999999999998,5.2075,3.66,2.05,1.74,0.575,1.94,1.65,3.86,6.22,1,Afternoon
england,2,1718,2017-08-19,Doncaster,Blackpool,3.0,3.0,D,7.0,7.0,2.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,5.0,1,13.0,10.0,1,1.8225,4.50625,3.5062499999999996,2.03,1.76,0.655,2.05,1.86,3.68,4.6,0,Afternoon
england,2,1718,2017-08-26,Plymouth,Scunthorpe,0.0,4.0,A,14.0,16.0,5.0,9.0,4.0,7.0,0.0,4.0,1.0,0.0,5.0,1,9.0,18.0,1,2.7575,2.54625,3.29375,1.87,1.91,1.01,1.84,2.98,3.42,2.51,0,Afternoon
england,2,1718,2017-08-26,AFC Wimbledon,Doncaster,2.0,0.0,H,6.0,6.0,3.0,2.0,3.0,4.0,1.0,3.0,0.0,0.0,5.0,1,2.0,1.0,0,2.65125,2.68375,3.24125,2.06,1.74,0.96,1.94,2.88,3.29,2.68,0,Afternoon
england,2,1718,2017-08-26,Blackburn,Milton Keynes Dons,4.0,1.0,H,8.0,9.0,5.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1,11.0,8.0,1,2.0549999999999997,3.62125,3.38875,1.95,1.84,0.81,1.76,2.03,3.61,3.91,0,Afternoon
england,2,1718,2017-08-26,Blackpool,Oldham,2.0,1.0,H,16.0,9.0,4.0,3.0,8.0,7.0,1.0,1.0,0.0,0.0,5.0,1,7.0,13.0,1,2.30125,3.30375,3.1025,2.45,1.52,0.905,1.64,1.85,3.62,4.79,0,Afternoon
england,2,1718,2017-08-26,Gillingham,Southend,3.0,3.0,D,13.0,22.0,6.0,9.0,6.0,6.0,3.0,3.0,0.0,0.0,5.0,1,16.0,19.0,1,3.3075,2.15625,3.4225,1.76,2.04,1.1099999999999999,1.89,3.61,3.48,2.17,0,Afternoon
england,2,1718,2017-08-26,Rotherham,Charlton,0.0,2.0,A,10.0,13.0,5.0,5.0,5.0,7.0,3.0,2.0,0.0,0.0,5.0,1,9.0,12.0,0,2.3649999999999998,2.9387499999999998,3.37125,1.83,1.95,0.895,1.82,2.31,3.5,3.26,0,Afternoon
england,2,1718,2017-08-26,Walsall,Bradford,3.0,3.0,D,14.0,9.0,7.0,4.0,11.0,3.0,0.0,3.0,0.0,0.0,5.0,1,16.0,16.0,1,3.45,2.20125,3.185,2.34,1.57,1.105,1.9,2.83,3.14,2.83,0,Afternoon
england,2,1718,2017-08-26,Rochdale,Bury,0.0,0.0,D,9.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,5.0,1,17.0,10.0,0,2.005,3.59375,3.53875,1.76,2.03,0.75,1.85,2.11,3.74,3.54,0,Afternoon
england,2,1718,2017-08-26,Bristol Rvs,Fleetwood Town,3.0,1.0,H,12.0,11.0,7.0,4.0,6.0,8.0,1.0,0.0,0.0,0.0,5.0,1,12.0,6.0,1,2.03375,3.675,3.3712500000000003,2.04,1.75,0.77,1.83,2.09,3.56,3.78,0,Afternoon
england,2,1718,2017-08-26,Oxford,Shrewsbury,1.0,1.0,D,9.0,10.0,6.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,5.0,1,12.0,3.0,0,1.97,3.8637499999999996,3.44375,1.99,1.79,0.75,1.86,1.98,3.44,4.35,0,Afternoon
england,2,1718,2017-08-26,Wigan,Portsmouth,1.0,1.0,D,18.0,5.0,9.0,2.0,4.0,4.0,0.0,3.0,1.0,1.0,5.0,1,12.0,16.0,0,2.00625,3.77625,3.3762499999999998,2.08,1.72,0.7649999999999999,1.83,2.01,3.35,4.39,0,Afternoon
england,2,1718,2017-08-26,Northampton,Peterboro,1.0,4.0,A,9.0,12.0,3.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,5.0,1,13.0,20.0,1,2.515,2.74,3.3775,1.74,2.05,0.9750000000000001,1.71,2.83,3.53,2.57,0,Afternoon
england,2,1718,2017-09-02,Milton Keynes Dons,Oxford,1.0,1.0,D,15.0,10.0,2.0,6.0,3.0,3.0,1.0,2.0,0.0,0.0,5.0,1,11.0,13.0,0,2.4000000000000004,2.9375,3.30875,1.99,1.79,0.9099999999999999,1.79,2.48,3.35,3.09,0,Afternoon
