Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,LBH,LBD,LBA,SYH,SYD,SYA,WHH,WHD,WHA
SC2,05/03/02,Forfar,Clydebank,1.0,2.0,A,1.0,1.0,D,373.0,"Gilmore, J",4.0,10.0,2.0,5.0,0.0,0.0,2.0,10.0,6.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,3.5,2.25,2.5,3.5,2.25,2.375,3.5,2.375,2.62,3.25,2.3
SC2,13/10/01,Stenhousemuir,Morton,0.0,3.0,A,0.0,2.0,A,612.0,G. P. Mitchell,15.0,16.0,6.0,8.0,0.0,1.0,6.0,6.0,16.0,9.0,3.0,7.0,0.0,1.0,1.0,0.0,25.0,10.0,,,,,,,1.8,3.6,3.4,1.83,3.5,3.4
SC2,15/12/01,Stenhousemuir,Cowdenbeath,0.0,3.0,A,0.0,1.0,A,353.0,C.Richmond,11.0,20.0,6.0,12.0,0.0,1.0,4.0,6.0,14.0,17.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,20.0,2.2,3.15,2.8,,,,2.1,3.4,2.8,2.25,3.5,2.5
SC2,27/10/01,Stenhousemuir,Alloa,1.0,1.0,D,1.0,0.0,H,593.0,M. Ritchie,18.0,18.0,8.0,10.0,0.0,1.0,7.0,11.0,14.0,13.0,0.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,2.65,3.4,2.2,,,,2.75,3.5,2.1,3.0,3.4,2.0
SC2,16/02/02,Queen of Sth,Forfar,3.0,1.0,H,2.0,0.0,H,1141.0,"Brown, T.",20.0,5.0,10.0,2.0,0.0,0.0,6.0,2.0,12.0,10.0,5.0,3.0,0.0,2.0,0.0,1.0,0.0,45.0,2.13,3.25,2.95,2.25,3.5,2.5,2.2,3.4,2.625,2.1,3.5,2.75
SC2,24/11/01,Cowdenbeath,Clydebank,1.0,1.0,D,0.0,0.0,D,333.0,E. Martindale,5.0,9.0,3.0,6.0,0.0,0.0,5.0,11.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,2.6,3.45,2.2,,,,2.6,3.5,2.2,2.5,3.5,2.25
SC2,12/03/02,Morton,Stenhousemuir,0.0,1.0,A,0.0,0.0,D,1038.0,"Somers, D.",11.0,6.0,4.0,5.0,0.0,0.0,6.0,4.0,28.0,26.0,7.0,4.0,3.0,4.0,1.0,0.0,55.0,40.0,2.25,3.45,2.55,2.25,3.5,2.5,2.25,3.6,2.5,2.2,3.3,2.7
SC2,27/04/02,Queen of Sth,Morton,4.0,0.0,H,2.0,0.0,H,6158.0,"Hardie, C.",11.0,5.0,7.0,1.0,0.0,0.0,12.0,3.0,12.0,8.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,20.0,1.55,3.7,5.0,1.571,3.75,4.5,1.5,3.6,5.5,1.533,3.6,5.0
SC2,19/01/02,Forfar,Alloa,4.0,1.0,H,2.0,0.0,H,442.0,"Mack, E. D.",13.0,9.0,8.0,5.0,1.0,1.0,3.0,6.0,7.0,6.0,2.0,5.0,0.0,3.0,0.0,2.0,0.0,80.0,2.35,3.25,2.62,2.37,3.5,2.37,2.38,3.5,2.38,2.37,3.5,2.37
SC2,27/04/02,Clydebank,Berwick,1.0,2.0,A,1.0,2.0,A,218.0,"Hunter, A",15.0,8.0,8.0,4.0,0.0,1.0,3.0,2.0,18.0,15.0,3.0,13.0,1.0,0.0,1.0,0.0,35.0,0.0,2.05,3.4,3.0,2.2,3.5,2.625,1.909,3.5,3.2,2.1,3.4,2.8
SC2,25/08/01,Cowdenbeath,Alloa,1.0,2.0,A,0.0,1.0,A,416.0,D. Somers,4.0,12.0,1.0,6.0,0.0,1.0,4.0,4.0,11.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0,20.0,10.0,,,,2.62,3.5,2.2,2.75,3.5,2.1,3.2,3.5,1.9
SC2,22/09/01,Morton,Cowdenbeath,0.0,2.0,A,0.0,1.0,A,1184.0,B. W. Cassidy,11.0,12.0,5.0,6.0,0.0,0.0,8.0,1.0,16.0,21.0,3.0,4.0,1.0,5.0,0.0,0.0,10.0,50.0,,,,1.83,3.5,3.4,1.8,3.6,3.4,2.0,3.4,3.0
SC2,01/12/01,Hamilton,Alloa,1.0,0.0,H,1.0,0.0,H,1833.0,C. Richmond,11.0,7.0,3.0,2.0,0.0,0.0,6.0,10.0,11.0,8.0,4.0,6.0,2.0,2.0,0.0,0.0,20.0,20.0,2.65,3.4,2.2,,,,2.62,3.4,2.2,2.5,3.5,2.25
SC2,26/03/02,Forfar,Stenhousemuir,2.0,0.0,H,0.0,0.0,D,340.0,"Mitchell, G. P.",12.0,5.0,5.0,2.0,1.0,0.0,11.0,3.0,6.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,3.4,3.15,2.0,3.4,3.0,2.0,3.4,3.0,1.9,3.5,3.2
SC2,23/02/02,Hamilton,Cowdenbeath,0.0,2.0,A,0.0,1.0,A,1284.0,"Thompson, C",14.0,7.0,5.0,3.0,0.0,1.0,5.0,1.0,10.0,17.0,2.0,4.0,2.0,4.0,0.0,0.0,20.0,40.0,1.7,3.5,4.0,1.67,3.6,4.0,1.727,3.6,3.75,1.66,3.4,4.33
SC2,15/09/01,Cowdenbeath,Queen of Sth,1.0,1.0,D,1.0,1.0,D,364.0,J. Gillmore,9.0,9.0,5.0,3.0,1.0,2.0,6.0,9.0,10.0,11.0,2.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,,,,,,,2.88,3.75,1.91,2.75,3.5,2.1
SC2,23/02/02,Berwick,Clydebank,1.0,2.0,A,0.0,1.0,A,535.0,"Thomson, G",12.0,12.0,7.0,6.0,0.0,1.0,8.0,1.0,15.0,21.0,1.0,3.0,6.0,0.0,1.0,0.0,85.0,0.0,2.6,3.2,2.4,2.37,3.25,2.5,2.5,3.25,2.375,2.6,3.4,2.25
SC2,09/03/02,Cowdenbeath,Forfar,1.0,2.0,A,1.0,0.0,H,321.0,"Richmond, C",8.0,8.0,3.0,4.0,0.0,0.0,9.0,2.0,7.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,2.25,3.45,2.55,2.2,3.5,2.62,2.2,3.5,2.6,2.3,3.25,2.62
SC2,10/11/01,Clydebank,Alloa,1.0,0.0,H,1.0,0.0,H,247.0,K. W. Clark,10.0,10.0,7.0,5.0,0.0,2.0,4.0,6.0,16.0,10.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,10.0,2.25,3.45,2.55,,,,2.25,3.6,2.5,2.37,3.5,2.37
